REGION,TECHNOLOGY,YEAR,VALUE,absolute_production
REGION1,FIELCCS,2040,0.1061,52.73
REGION1,FIELCCS,2041,0.1205,60.61
REGION1,FIELCCS,2042,0.136,69.46
REGION1,FIELCCS,2043,0.1529,79.39
REGION1,FIELCCS,2044,0.1709,90.47
REGION1,FIELCCS,2045,0.1906,102.82
REGION1,FIELCCS,2046,0.2109,116.55
REGION1,FIELCCS,2047,0.2339,131.76
REGION1,FIELCCS,2048,0.2359,134.12
REGION1,FIELCCS,2049,0.2394,136.52
REGION1,FIELCCS,2050,0.2429,138.97
REGION1,FIELCCS,2051,0.2469,141.32
REGION1,FIELCCS,2052,0.2504,143.51
REGION1,FIELCCS,2053,0.2534,145.58
REGION1,FIELCCS,2054,0.2561,147.55
REGION1,FIELCCS,2055,0.2597,149.45
REGION1,FIELCCS,2056,0.263,151.28
REGION1,FIELCCS,2057,0.2654,153.07
REGION1,FIELCCS,2058,0.2679,154.82
REGION1,FIELCCS,2059,0.2703,156.55
REGION1,FIELCCS,2060,0.2726,158.26
REGION1,NOELCCS,2015,0.0,0.0
REGION1,NOELCCS,2016,0.0,0.0
REGION1,NOELCCS,2017,0.0,0.0
REGION1,NOELCCS,2018,0.0,0.0
REGION1,NOELCCS,2019,0.0,0.0
REGION1,NOELCCS,2020,0.0,0.0
REGION1,NOELCCS,2021,0.0,0.0
REGION1,NOELCCS,2022,0.0,0.0
REGION1,NOELCCS,2023,0.0,0.0
REGION1,NOELCCS,2024,0.0,0.0
REGION1,NOELCCS,2025,0.0,0.0
REGION1,NOELCCS,2026,0.0,0.0
REGION1,NOELCCS,2027,0.0,0.0
REGION1,NOELCCS,2028,0.0,0.0
REGION1,NOELCCS,2029,0.0,0.0
REGION1,NOELCCS,2030,0.0,0.0
REGION1,NOELCCS,2031,0.0,0.0
REGION1,NOELCCS,2032,0.0,0.0
REGION1,NOELCCS,2033,0.0112,9.62
REGION1,NOELCCS,2034,0.0115,10.11
REGION1,NOELCCS,2035,0.012,10.71
REGION1,NOELCCS,2036,0.0126,11.43
REGION1,NOELCCS,2037,0.0133,12.3
REGION1,NOELCCS,2038,0.0143,13.36
REGION1,NOELCCS,2039,0.0158,15.03
REGION1,NOELCCS,2040,0.0179,17.33
REGION1,NOELCCS,2041,0.0201,19.92
REGION1,NOELCCS,2042,0.023,22.83
REGION1,NOELCCS,2043,0.0259,26.09
REGION1,NOELCCS,2044,0.0295,29.73
REGION1,NOELCCS,2045,0.0332,33.79
REGION1,NOELCCS,2046,0.0372,38.3
REGION1,NOELCCS,2047,0.0416,43.3
REGION1,NOELCCS,2048,0.0422,44.62
REGION1,NOELCCS,2049,0.0422,45.36
REGION1,NOELCCS,2050,0.0421,45.75
REGION1,NOELCCS,2051,0.0425,46.07
REGION1,NOELCCS,2052,0.0428,46.32
REGION1,NOELCCS,2053,0.0429,46.52
REGION1,NOELCCS,2054,0.0431,46.68
REGION1,NOELCCS,2055,0.0434,46.81
REGION1,NOELCCS,2056,0.044,46.92
REGION1,NOELCCS,2057,0.0448,47.0
REGION1,NOELCCS,2058,0.0444,47.07
REGION1,NOELCCS,2059,0.0444,47.12
REGION1,NOELCCS,2060,0.0442,47.17
REGION1,SEELCCS,2015,0.0,0.0
REGION1,SEELCCS,2016,0.0,0.0
REGION1,SEELCCS,2017,0.0,0.0
REGION1,SEELCCS,2018,0.0,0.0
REGION1,SEELCCS,2019,0.0,0.0
REGION1,SEELCCS,2020,0.0,0.0
REGION1,SEELCCS,2021,0.0,0.0
REGION1,SEELCCS,2022,0.0,0.0
REGION1,SEELCCS,2023,0.0,0.0
REGION1,SEELCCS,2024,0.0,0.0
REGION1,SEELCCS,2025,0.0,0.0
REGION1,SEELCCS,2026,0.0,0.0
REGION1,SEELCCS,2027,0.0,0.0
REGION1,SEELCCS,2028,0.0,0.0
REGION1,SEELCCS,2029,0.0,0.0
REGION1,SEELCCS,2030,0.055,33.19
REGION1,SEELCCS,2031,0.0559,34.21
REGION1,SEELCCS,2032,0.0564,35.48
REGION1,SEELCCS,2033,0.0573,37.05
REGION1,SEELCCS,2034,0.059,38.96
REGION1,SEELCCS,2035,0.0642,41.26
REGION1,SEELCCS,2036,0.0669,44.03
REGION1,SEELCCS,2037,0.0703,47.37
REGION1,SEELCCS,2038,0.0748,51.46
REGION1,SEELCCS,2039,0.0823,57.91
REGION1,SEELCCS,2040,0.0949,66.76
REGION1,SEELCCS,2041,0.1128,76.73
REGION1,SEELCCS,2042,0.1231,87.94
REGION1,SEELCCS,2043,0.1385,100.5
REGION1,SEELCCS,2044,0.152,114.53
REGION1,SEELCCS,2045,0.1707,130.17
REGION1,SEELCCS,2046,0.1887,147.54
REGION1,SEELCCS,2047,0.1872,150.19
REGION1,SEELCCS,2048,0.1863,152.89
REGION1,SEELCCS,2049,0.1844,155.62
REGION1,SEELCCS,2050,0.1823,158.41
REGION1,SEELCCS,2051,0.1851,160.93
REGION1,SEELCCS,2052,0.1882,163.27
REGION1,SEELCCS,2053,0.1904,165.46
REGION1,SEELCCS,2054,0.1902,167.53
REGION1,SEELCCS,2055,0.1925,169.52
REGION1,SEELCCS,2056,0.1956,170.74
REGION1,SEELCCS,2057,0.1953,171.91
REGION1,SEELCCS,2058,0.1953,173.01
REGION1,SEELCCS,2059,0.1959,174.08
REGION1,SEELCCS,2060,0.1976,175.11
