REGION,TECHNOLOGY,YEAR,VALUE,absolute_production
REGION1,ELRENEW,2054,1.0,2788.33
REGION1,ELRENEW,2055,1.0,2781.81
REGION1,ELRENEW,2056,1.0,2757.07
REGION1,ELRENEW,2057,1.0,2747.9
REGION1,ELRENEW,2058,1.0,2756.84
REGION1,ELRENEW,2059,1.0,2764.63
REGION1,ELRENEW,2060,1.0,2772.18
REGION1,FIELRENEW,2015,0.7654,177.28
REGION1,FIELRENEW,2016,0.7929,177.21
REGION1,FIELRENEW,2017,0.8006,177.01
REGION1,FIELRENEW,2018,0.8758,218.4
REGION1,FIELRENEW,2019,0.8837,217.17
REGION1,FIELRENEW,2020,0.8828,216.98
REGION1,FIELRENEW,2021,0.8396,217.2
REGION1,FIELRENEW,2022,0.8381,228.05
REGION1,FIELRENEW,2023,0.8595,247.61
REGION1,FIELRENEW,2024,0.9343,297.07
REGION1,FIELRENEW,2025,0.9497,312.7
REGION1,FIELRENEW,2026,0.9706,327.96
REGION1,FIELRENEW,2027,0.9724,335.66
REGION1,FIELRENEW,2028,0.9811,356.44
REGION1,FIELRENEW,2029,0.9808,352.31
REGION1,FIELRENEW,2030,1.0,388.61
REGION1,FIELRENEW,2031,1.0,399.95
REGION1,FIELRENEW,2032,1.0,403.64
REGION1,FIELRENEW,2033,1.0,434.4
REGION1,FIELRENEW,2034,1.0,451.5
REGION1,FIELRENEW,2035,1.0,458.29
REGION1,FIELRENEW,2036,1.0,460.24
REGION1,FIELRENEW,2037,1.0,463.27
REGION1,FIELRENEW,2038,1.0,472.74
REGION1,FIELRENEW,2039,1.0,476.55
REGION1,FIELRENEW,2040,1.0,478.47
REGION1,FIELRENEW,2041,1.0,481.07
REGION1,FIELRENEW,2042,1.0,483.68
REGION1,FIELRENEW,2043,1.0,486.27
REGION1,FIELRENEW,2044,1.0,488.88
REGION1,FIELRENEW,2045,1.0,520.0
REGION1,FIELRENEW,2046,1.0,525.48
REGION1,FIELRENEW,2047,1.0,538.4
REGION1,FIELRENEW,2048,1.0,551.08
REGION1,FIELRENEW,2049,1.0,558.85
REGION1,FIELRENEW,2050,1.0,558.79
REGION1,FIELRENEW,2051,1.0,558.68
REGION1,FIELRENEW,2052,1.0,558.58
REGION1,FIELRENEW,2053,1.0,558.48
REGION1,FIELRENEW,2054,1.0,558.38
REGION1,FIELRENEW,2055,1.0,558.29
REGION1,FIELRENEW,2056,1.0,558.22
REGION1,FIELRENEW,2057,1.0,557.85
REGION1,FIELRENEW,2058,1.0,557.29
REGION1,FIELRENEW,2059,1.0,556.92
REGION1,FIELRENEW,2060,1.0,556.55
REGION1,NOELRENEW,2015,0.9999,474.38
REGION1,NOELRENEW,2016,0.9999,473.27
REGION1,NOELRENEW,2017,0.9998,469.2
REGION1,NOELRENEW,2018,0.9999,476.14
REGION1,NOELRENEW,2019,1.0,487.3
REGION1,NOELRENEW,2020,1.0,501.27
REGION1,NOELRENEW,2021,1.0,519.15
REGION1,NOELRENEW,2022,0.9786,536.92
REGION1,NOELRENEW,2023,0.9796,554.68
REGION1,NOELRENEW,2024,0.9805,579.01
REGION1,NOELRENEW,2025,0.9812,603.19
REGION1,NOELRENEW,2026,0.9861,626.65
REGION1,NOELRENEW,2027,0.9863,656.36
REGION1,NOELRENEW,2028,0.9834,683.58
REGION1,NOELRENEW,2029,1.0,709.97
REGION1,NOELRENEW,2030,0.9848,745.9
REGION1,NOELRENEW,2031,1.0,780.72
REGION1,NOELRENEW,2032,1.0,816.93
REGION1,NOELRENEW,2033,0.9987,847.72
REGION1,NOELRENEW,2034,0.9982,880.46
REGION1,NOELRENEW,2035,1.0,903.33
REGION1,NOELRENEW,2036,0.9956,917.88
REGION1,NOELRENEW,2037,1.0,934.26
REGION1,NOELRENEW,2038,1.0,947.81
REGION1,NOELRENEW,2039,1.0,965.3
REGION1,NOELRENEW,2040,1.0,982.03
REGION1,NOELRENEW,2041,1.0,990.78
REGION1,NOELRENEW,2042,1.0,1005.64
REGION1,NOELRENEW,2043,1.0,1022.54
REGION1,NOELRENEW,2044,1.0,1031.66
REGION1,NOELRENEW,2045,1.0,1038.62
REGION1,NOELRENEW,2046,1.0,1049.73
REGION1,NOELRENEW,2047,1.0,1057.94
REGION1,NOELRENEW,2048,1.0,1064.17
REGION1,NOELRENEW,2049,1.0,1072.31
REGION1,NOELRENEW,2050,1.0,1077.71
REGION1,NOELRENEW,2051,1.0,1085.48
REGION1,NOELRENEW,2052,1.0,1082.77
REGION1,NOELRENEW,2053,1.0,1079.18
REGION1,NOELRENEW,2054,1.0,1081.62
REGION1,NOELRENEW,2055,1.0,1079.37
REGION1,NOELRENEW,2056,1.0,1063.93
REGION1,NOELRENEW,2057,1.0,1059.82
REGION1,NOELRENEW,2058,1.0,1068.35
REGION1,NOELRENEW,2059,1.0,1071.19
REGION1,NOELRENEW,2060,1.0,1079.65
REGION1,SEELRENEW,2015,0.9939,558.79
REGION1,SEELRENEW,2016,0.9947,577.14
REGION1,SEELRENEW,2017,0.9953,580.51
REGION1,SEELRENEW,2018,0.9961,601.29
REGION1,SEELRENEW,2019,0.9965,577.0
REGION1,SEELRENEW,2020,0.9971,553.41
REGION1,SEELRENEW,2021,1.0,552.0
REGION1,SEELRENEW,2022,1.0,598.14
REGION1,SEELRENEW,2023,1.0,619.79
REGION1,SEELRENEW,2024,1.0,600.75
REGION1,SEELRENEW,2025,1.0,599.93
REGION1,SEELRENEW,2026,1.0,598.9
REGION1,SEELRENEW,2027,1.0,598.93
REGION1,SEELRENEW,2028,1.0,604.37
REGION1,SEELRENEW,2029,1.0,621.73
REGION1,SEELRENEW,2030,1.0,584.69
REGION1,SEELRENEW,2031,1.0,598.33
REGION1,SEELRENEW,2032,1.0,615.01
REGION1,SEELRENEW,2033,1.0,630.6
REGION1,SEELRENEW,2034,1.0,647.98
REGION1,SEELRENEW,2035,1.0,659.16
REGION1,SEELRENEW,2036,1.0,673.76
REGION1,SEELRENEW,2037,1.0,688.74
REGION1,SEELRENEW,2038,1.0,702.74
REGION1,SEELRENEW,2039,1.0,716.17
REGION1,SEELRENEW,2040,1.0,732.1
REGION1,SEELRENEW,2041,1.0,734.59
REGION1,SEELRENEW,2042,1.0,757.48
REGION1,SEELRENEW,2043,1.0,756.34
REGION1,SEELRENEW,2044,1.0,779.95
REGION1,SEELRENEW,2045,1.0,773.29
REGION1,SEELRENEW,2046,1.0,801.11
REGION1,SEELRENEW,2047,1.0,828.94
REGION1,SEELRENEW,2048,1.0,850.71
REGION1,SEELRENEW,2049,1.0,877.03
REGION1,SEELRENEW,2050,1.0,904.92
REGION1,SEELRENEW,2051,1.0,905.73
REGION1,SEELRENEW,2052,1.0,905.73
REGION1,SEELRENEW,2053,1.0,908.46
REGION1,SEELRENEW,2054,1.0,919.81
REGION1,SEELRENEW,2055,1.0,916.64
REGION1,SEELRENEW,2056,1.0,909.28
REGION1,SEELRENEW,2057,1.0,911.42
REGION1,SEELRENEW,2058,1.0,910.37
REGION1,SEELRENEW,2059,1.0,919.93
REGION1,SEELRENEW,2060,1.0,915.16
REGION1,BG,2015,0.0,0.0
REGION1,BG,2016,0.0,0.0
REGION1,BG,2017,0.0,0.0
REGION1,BG,2018,0.0,0.0
REGION1,BG,2019,0.0,0.0
REGION1,BG,2020,0.0,0.0
REGION1,BG,2021,0.0,0.0
REGION1,BG,2022,0.0,0.0
REGION1,BG,2023,0.0,0.0
REGION1,BG,2024,0.0,0.0
REGION1,BG,2025,0.0,0.0
REGION1,BG,2026,0.0,0.0
REGION1,BG,2027,0.0,0.0
REGION1,BG,2028,0.0,0.0
REGION1,BG,2029,0.0,0.0
REGION1,BG,2030,0.0,0.0
REGION1,BG,2031,0.0,0.0
REGION1,BG,2032,0.0,0.0
REGION1,BG,2033,0.0,0.0
REGION1,BG,2034,0.0,0.0
REGION1,BG,2035,0.0,0.0
REGION1,BG,2036,0.0,0.0
REGION1,BG,2037,0.0,0.0
REGION1,BG,2038,0.0,0.0
REGION1,BG,2039,0.0,0.0
REGION1,BG,2040,0.0,0.0
REGION1,BG,2041,0.0,0.0
REGION1,BG,2042,0.0,0.0
REGION1,BG,2043,0.0,0.0
REGION1,BG,2044,0.0,0.0
REGION1,BG,2045,0.0,0.0
REGION1,BG,2046,0.0,0.0
REGION1,BG,2047,0.0,0.0
REGION1,BG,2048,0.0,0.0
REGION1,BG,2049,0.0,0.0
REGION1,BG,2050,0.0,0.0
REGION1,BG,2051,0.0,0.0
REGION1,BG,2052,0.0,0.0
REGION1,BG,2053,0.0,0.0
REGION1,BG,2054,0.0,0.0
REGION1,BG,2055,0.0,0.0
REGION1,BG,2056,0.0,0.0
REGION1,BG,2057,0.0,0.0
REGION1,BG,2058,0.0,0.0
REGION1,BG,2059,0.0,0.0
REGION1,BG,2060,0.0,0.0
REGION1,DKBG,2015,0.0,0.0
REGION1,DKBG,2016,0.0,0.0
REGION1,DKBG,2017,0.0,0.0
REGION1,DKBG,2018,0.0,0.0
REGION1,DKBG,2019,0.0,0.0
REGION1,DKBG,2020,0.0,0.0
REGION1,DKBG,2021,0.0,0.0
REGION1,DKBG,2022,0.0,0.0
REGION1,DKBG,2023,0.0,0.0
REGION1,DKBG,2024,0.0,0.0
REGION1,DKBG,2025,0.0,0.0
REGION1,DKBG,2026,0.0,0.0
REGION1,DKBG,2027,0.0,0.0
REGION1,DKBG,2028,0.0,0.0
REGION1,DKBG,2029,0.0,0.0
REGION1,DKBG,2030,0.0,0.0
REGION1,DKBG,2031,0.0,0.0
REGION1,DKBG,2032,0.0,0.0
REGION1,DKBG,2033,0.0,0.0
REGION1,DKBG,2034,0.0,0.0
REGION1,DKBG,2035,0.0,0.0
REGION1,DKBG,2036,0.0,0.0
REGION1,DKBG,2037,0.0,0.0
REGION1,DKBG,2038,0.0,0.0
REGION1,DKBG,2039,0.0,0.0
REGION1,DKBG,2040,0.0,0.0
REGION1,DKBG,2041,0.0,0.0
REGION1,DKBG,2042,0.0,0.0
REGION1,DKBG,2043,0.0,0.0
REGION1,DKBG,2044,0.0,0.0
REGION1,DKBG,2045,0.0,0.0
REGION1,DKBG,2046,0.0,0.0
REGION1,DKBG,2047,0.0,0.0
REGION1,DKBG,2048,0.0,0.0
REGION1,DKBG,2049,0.0,0.0
REGION1,DKBG,2050,0.0,0.0
REGION1,DKBG,2051,0.0,0.0
REGION1,DKBG,2052,0.0,0.0
REGION1,DKBG,2053,0.0,0.0
REGION1,DKBG,2054,0.0,0.0
REGION1,DKBG,2055,0.0,0.0
REGION1,DKBG,2056,0.0,0.0
REGION1,DKBG,2057,0.0,0.0
REGION1,DKBG,2058,0.0,0.0
REGION1,DKBG,2059,0.0,0.0
REGION1,DKBG,2060,0.0,0.0
REGION1,FIBG,2015,0.0,0.0
REGION1,FIBG,2016,0.0,0.0
REGION1,FIBG,2017,0.0,0.0
REGION1,FIBG,2018,0.0,0.0
REGION1,FIBG,2019,0.0,0.0
REGION1,FIBG,2020,0.0,0.0
REGION1,FIBG,2021,0.0,0.0
REGION1,FIBG,2022,0.0,0.0
REGION1,FIBG,2023,0.0,0.0
REGION1,FIBG,2024,0.0,0.0
REGION1,FIBG,2025,0.0,0.0
REGION1,FIBG,2026,0.0,0.0
REGION1,FIBG,2027,0.0,0.0
REGION1,FIBG,2028,0.0,0.0
REGION1,FIBG,2029,0.0,0.0
REGION1,FIBG,2030,0.0,0.0
REGION1,FIBG,2031,0.0,0.0
REGION1,FIBG,2032,0.0,0.0
REGION1,FIBG,2033,0.0,0.0
REGION1,FIBG,2034,0.0,0.0
REGION1,FIBG,2035,0.0,0.0
REGION1,FIBG,2036,0.0,0.0
REGION1,FIBG,2037,0.0,0.0
REGION1,FIBG,2038,0.0,0.0
REGION1,FIBG,2039,0.0,0.0
REGION1,FIBG,2040,0.0,0.0
REGION1,FIBG,2041,0.0,0.0
REGION1,FIBG,2042,0.0,0.0
REGION1,FIBG,2043,0.0,0.0
REGION1,FIBG,2044,0.0,0.0
REGION1,FIBG,2045,0.0,0.0
REGION1,FIBG,2046,0.0,0.0
REGION1,FIBG,2047,0.0,0.0
REGION1,FIBG,2048,0.0,0.0
REGION1,FIBG,2049,0.0,0.0
REGION1,FIBG,2050,0.0,0.0
REGION1,FIBG,2051,0.0,0.0
REGION1,FIBG,2052,0.0,0.0
REGION1,FIBG,2053,0.0,0.0
REGION1,FIBG,2054,0.0,0.0
REGION1,FIBG,2055,0.0,0.0
REGION1,FIBG,2056,0.0,0.0
REGION1,FIBG,2057,0.0,0.0
REGION1,FIBG,2058,0.0,0.0
REGION1,FIBG,2059,0.0,0.0
REGION1,FIBG,2060,0.0,0.0
REGION1,NOBG,2015,0.0,0.0
REGION1,NOBG,2016,0.0,0.0
REGION1,NOBG,2017,0.0,0.0
REGION1,NOBG,2018,0.0,0.0
REGION1,NOBG,2019,0.0,0.0
REGION1,NOBG,2020,0.0,0.0
REGION1,NOBG,2021,0.0,0.0
REGION1,NOBG,2022,0.0,0.0
REGION1,NOBG,2023,0.0,0.0
REGION1,NOBG,2024,0.0,0.0
REGION1,NOBG,2025,0.0,0.0
REGION1,NOBG,2026,0.0,0.0
REGION1,NOBG,2027,0.0,0.0
REGION1,NOBG,2028,0.0,0.0
REGION1,NOBG,2029,0.0,0.0
REGION1,NOBG,2030,0.0,0.0
REGION1,NOBG,2031,0.0,0.0
REGION1,NOBG,2032,0.0,0.0
REGION1,NOBG,2033,0.0,0.0
REGION1,NOBG,2034,0.0,0.0
REGION1,NOBG,2035,0.0,0.0
REGION1,NOBG,2036,0.0,0.0
REGION1,NOBG,2037,0.0,0.0
REGION1,NOBG,2038,0.0,0.0
REGION1,NOBG,2039,0.0,0.0
REGION1,NOBG,2040,0.0,0.0
REGION1,NOBG,2041,0.0,0.0
REGION1,NOBG,2042,0.0,0.0
REGION1,NOBG,2043,0.0,0.0
REGION1,NOBG,2044,0.0,0.0
REGION1,NOBG,2045,0.0,0.0
REGION1,NOBG,2046,0.0,0.0
REGION1,NOBG,2047,0.0,0.0
REGION1,NOBG,2048,0.0,0.0
REGION1,NOBG,2049,0.0,0.0
REGION1,NOBG,2050,0.0,0.0
REGION1,NOBG,2051,0.0,0.0
REGION1,NOBG,2052,0.0,0.0
REGION1,NOBG,2053,0.0,0.0
REGION1,NOBG,2054,0.0,0.0
REGION1,NOBG,2055,0.0,0.0
REGION1,NOBG,2056,0.0,0.0
REGION1,NOBG,2057,0.0,0.0
REGION1,NOBG,2058,0.0,0.0
REGION1,NOBG,2059,0.0,0.0
REGION1,NOBG,2060,0.0,0.0
REGION1,SEBG,2015,0.0,0.0
REGION1,SEBG,2016,0.0,0.0
REGION1,SEBG,2017,0.0,0.0
REGION1,SEBG,2018,0.0,0.0
REGION1,SEBG,2019,0.0,0.0
REGION1,SEBG,2020,0.0,0.0
REGION1,SEBG,2021,0.0,0.0
REGION1,SEBG,2022,0.0,0.0
REGION1,SEBG,2023,0.0,0.0
REGION1,SEBG,2024,0.0,0.0
REGION1,SEBG,2025,0.0,0.0
REGION1,SEBG,2026,0.0,0.0
REGION1,SEBG,2027,0.0,0.0
REGION1,SEBG,2028,0.0,0.0
REGION1,SEBG,2029,0.0,0.0
REGION1,SEBG,2030,0.0,0.0
REGION1,SEBG,2031,0.0,0.0
REGION1,SEBG,2032,0.0,0.0
REGION1,SEBG,2033,0.0,0.0
REGION1,SEBG,2034,0.0,0.0
REGION1,SEBG,2035,0.0,0.0
REGION1,SEBG,2036,0.0,0.0
REGION1,SEBG,2037,0.0,0.0
REGION1,SEBG,2038,0.0,0.0
REGION1,SEBG,2039,0.0,0.0
REGION1,SEBG,2040,0.0,0.0
REGION1,SEBG,2041,0.0,0.0
REGION1,SEBG,2042,0.0,0.0
REGION1,SEBG,2043,0.0,0.0
REGION1,SEBG,2044,0.0,0.0
REGION1,SEBG,2045,0.0,0.0
REGION1,SEBG,2046,0.0,0.0
REGION1,SEBG,2047,0.0,0.0
REGION1,SEBG,2048,0.0,0.0
REGION1,SEBG,2049,0.0,0.0
REGION1,SEBG,2050,0.0,0.0
REGION1,SEBG,2051,0.0,0.0
REGION1,SEBG,2052,0.0,0.0
REGION1,SEBG,2053,0.0,0.0
REGION1,SEBG,2054,0.0,0.0
REGION1,SEBG,2055,0.0,0.0
REGION1,SEBG,2056,0.0,0.0
REGION1,SEBG,2057,0.0,0.0
REGION1,SEBG,2058,0.0,0.0
REGION1,SEBG,2059,0.0,0.0
REGION1,SEBG,2060,0.0,0.0
REGION1,BC,2015,0.0,0.0
REGION1,BC,2016,0.0,0.0
REGION1,BC,2017,0.0,0.0
REGION1,BC,2018,0.0,0.0
REGION1,BC,2019,0.0,0.0
REGION1,BC,2020,0.0,0.0
REGION1,BC,2021,0.0,0.0
REGION1,BC,2022,0.0,0.0
REGION1,BC,2023,0.0,0.0
REGION1,BC,2024,0.0,0.0
REGION1,BC,2025,0.0,0.0
REGION1,BC,2026,0.0,0.0
REGION1,BC,2027,0.0,0.0
REGION1,BC,2028,0.0,0.0
REGION1,BC,2029,0.0,0.0
REGION1,BC,2030,0.0,0.0
REGION1,BC,2031,0.0,0.0
REGION1,BC,2032,0.0,0.0
REGION1,BC,2033,0.0,0.0
REGION1,BC,2034,0.0,0.0
REGION1,BC,2035,0.0,0.0
REGION1,BC,2036,0.0,0.0
REGION1,BC,2037,0.0,0.0
REGION1,BC,2038,0.0,0.0
REGION1,BC,2039,0.0,0.0
REGION1,BC,2040,0.0,0.0
REGION1,BC,2041,0.0,0.0
REGION1,BC,2042,0.0,0.0
REGION1,BC,2043,0.0,0.0
REGION1,BC,2044,0.0,0.0
REGION1,BC,2045,0.0,0.0
REGION1,BC,2046,0.0,0.0
REGION1,BC,2047,0.0,0.0
REGION1,BC,2048,0.0,0.0
REGION1,BC,2049,0.0,0.0
REGION1,BC,2050,0.0,0.0
REGION1,BC,2051,0.0,0.0
REGION1,BC,2052,0.0,0.0
REGION1,BC,2053,0.0,0.0
REGION1,BC,2054,0.0,0.0
REGION1,BC,2055,0.0,0.0
REGION1,BC,2056,0.0,0.0
REGION1,BC,2057,0.0,0.0
REGION1,BC,2058,0.0,0.0
REGION1,BC,2059,0.0,0.0
REGION1,BC,2060,0.0,0.0
REGION1,DKBC,2015,0.0,0.0
REGION1,DKBC,2016,0.0,0.0
REGION1,DKBC,2017,0.0,0.0
REGION1,DKBC,2018,0.0,0.0
REGION1,DKBC,2019,0.0,0.0
REGION1,DKBC,2020,0.0,0.0
REGION1,DKBC,2021,0.0,0.0
REGION1,DKBC,2022,0.0,0.0
REGION1,DKBC,2023,0.0,0.0
REGION1,DKBC,2024,0.0,0.0
REGION1,DKBC,2025,0.0,0.0
REGION1,DKBC,2026,0.0,0.0
REGION1,DKBC,2027,0.0,0.0
REGION1,DKBC,2028,0.0,0.0
REGION1,DKBC,2029,0.0,0.0
REGION1,DKBC,2030,0.0,0.0
REGION1,DKBC,2031,0.0,0.0
REGION1,DKBC,2032,0.0,0.0
REGION1,DKBC,2033,0.0,0.0
REGION1,DKBC,2034,0.0,0.0
REGION1,DKBC,2035,0.0,0.0
REGION1,DKBC,2036,0.0,0.0
REGION1,DKBC,2037,0.0,0.0
REGION1,DKBC,2038,0.0,0.0
REGION1,DKBC,2039,0.0,0.0
REGION1,DKBC,2040,0.0,0.0
REGION1,DKBC,2041,0.0,0.0
REGION1,DKBC,2042,0.0,0.0
REGION1,DKBC,2043,0.0,0.0
REGION1,DKBC,2044,0.0,0.0
REGION1,DKBC,2045,0.0,0.0
REGION1,DKBC,2046,0.0,0.0
REGION1,DKBC,2047,0.0,0.0
REGION1,DKBC,2048,0.0,0.0
REGION1,DKBC,2049,0.0,0.0
REGION1,DKBC,2050,0.0,0.0
REGION1,DKBC,2051,0.0,0.0
REGION1,DKBC,2052,0.0,0.0
REGION1,DKBC,2053,0.0,0.0
REGION1,DKBC,2054,0.0,0.0
REGION1,DKBC,2055,0.0,0.0
REGION1,DKBC,2056,0.0,0.0
REGION1,DKBC,2057,0.0,0.0
REGION1,DKBC,2058,0.0,0.0
REGION1,DKBC,2059,0.0,0.0
REGION1,DKBC,2060,0.0,0.0
REGION1,FIBC,2015,0.0,0.0
REGION1,FIBC,2016,0.0,0.0
REGION1,FIBC,2017,0.0,0.0
REGION1,FIBC,2018,0.0,0.0
REGION1,FIBC,2019,0.0,0.0
REGION1,FIBC,2020,0.0,0.0
REGION1,FIBC,2021,0.0,0.0
REGION1,FIBC,2022,0.0,0.0
REGION1,FIBC,2023,0.0,0.0
REGION1,FIBC,2024,0.0,0.0
REGION1,FIBC,2025,0.0,0.0
REGION1,FIBC,2026,0.0,0.0
REGION1,FIBC,2027,0.0,0.0
REGION1,FIBC,2028,0.0,0.0
REGION1,FIBC,2029,0.0,0.0
REGION1,FIBC,2030,0.0,0.0
REGION1,FIBC,2031,0.0,0.0
REGION1,FIBC,2032,0.0,0.0
REGION1,FIBC,2033,0.0,0.0
REGION1,FIBC,2034,0.0,0.0
REGION1,FIBC,2035,0.0,0.0
REGION1,FIBC,2036,0.0,0.0
REGION1,FIBC,2037,0.0,0.0
REGION1,FIBC,2038,0.0,0.0
REGION1,FIBC,2039,0.0,0.0
REGION1,FIBC,2040,0.0,0.0
REGION1,FIBC,2041,0.0,0.0
REGION1,FIBC,2042,0.0,0.0
REGION1,FIBC,2043,0.0,0.0
REGION1,FIBC,2044,0.0,0.0
REGION1,FIBC,2045,0.0,0.0
REGION1,FIBC,2046,0.0,0.0
REGION1,FIBC,2047,0.0,0.0
REGION1,FIBC,2048,0.0,0.0
REGION1,FIBC,2049,0.0,0.0
REGION1,FIBC,2050,0.0,0.0
REGION1,FIBC,2051,0.0,0.0
REGION1,FIBC,2052,0.0,0.0
REGION1,FIBC,2053,0.0,0.0
REGION1,FIBC,2054,0.0,0.0
REGION1,FIBC,2055,0.0,0.0
REGION1,FIBC,2056,0.0,0.0
REGION1,FIBC,2057,0.0,0.0
REGION1,FIBC,2058,0.0,0.0
REGION1,FIBC,2059,0.0,0.0
REGION1,FIBC,2060,0.0,0.0
REGION1,NOBC,2015,0.0,0.0
REGION1,NOBC,2016,0.0,0.0
REGION1,NOBC,2017,0.0,0.0
REGION1,NOBC,2018,0.0,0.0
REGION1,NOBC,2019,0.0,0.0
REGION1,NOBC,2020,0.0,0.0
REGION1,NOBC,2021,0.0,0.0
REGION1,NOBC,2022,0.0,0.0
REGION1,NOBC,2023,0.0,0.0
REGION1,NOBC,2024,0.0,0.0
REGION1,NOBC,2025,0.0,0.0
REGION1,NOBC,2026,0.0,0.0
REGION1,NOBC,2027,0.0,0.0
REGION1,NOBC,2028,0.0,0.0
REGION1,NOBC,2029,0.0,0.0
REGION1,NOBC,2030,0.0,0.0
REGION1,NOBC,2031,0.0,0.0
REGION1,NOBC,2032,0.0,0.0
REGION1,NOBC,2033,0.0,0.0
REGION1,NOBC,2034,0.0,0.0
REGION1,NOBC,2035,0.0,0.0
REGION1,NOBC,2036,0.0,0.0
REGION1,NOBC,2037,0.0,0.0
REGION1,NOBC,2038,0.0,0.0
REGION1,NOBC,2039,0.0,0.0
REGION1,NOBC,2040,0.0,0.0
REGION1,NOBC,2041,0.0,0.0
REGION1,NOBC,2042,0.0,0.0
REGION1,NOBC,2043,0.0,0.0
REGION1,NOBC,2044,0.0,0.0
REGION1,NOBC,2045,0.0,0.0
REGION1,NOBC,2046,0.0,0.0
REGION1,NOBC,2047,0.0,0.0
REGION1,NOBC,2048,0.0,0.0
REGION1,NOBC,2049,0.0,0.0
REGION1,NOBC,2050,0.0,0.0
